type	latitude	longitude	altitude	name	desc
T	46.266270000	-118.061180000	1539.3		
T	46.266090000	-118.053810000	1569.3		
T	46.266220000	-118.048220000	1594.3		
T	46.266310000	-118.047750000	1607.7		
T	46.266890000	-118.047330000	1628.3		
T	46.273940000	-118.043640000	1687.4		
T	46.274840000	-118.042850000	1696.4		
T	46.276600000	-118.040970000	1749.0		
T	46.278140000	-118.039470000	1788.4		
T	46.278730000	-118.039040000	1803.1		
T	46.279040000	-118.038890000	1808.1		
T	46.279050000	-118.038880000	1808.3		
T	46.280740000	-118.038060000	1800.4		
T	46.280750000	-118.038060000	1799.9		
T	46.281960000	-118.037480000	1772.5		
T	46.282320000	-118.037240000	1770.7		
T	46.282730000	-118.036840000	1765.0		
T	46.282740000	-118.036820000	1765.4		
T	46.284480000	-118.034850000	1720.4		
T	46.285150000	-118.033540000	1699.2		
T	46.285430000	-118.032720000	1671.9		
T	46.285570000	-118.032070000	1652.0		
T	46.285830000	-118.030230000	1630.9		
T	46.286060000	-118.029010000	1596.4		
T	46.286350000	-118.028020000	1570.3		
T	46.286700000	-118.027130000	1570.5		
T	46.286700000	-118.027110000	1571.6		
T	46.286720000	-118.027080000	1571.2		
T	46.286940000	-118.026510000	1574.4		
T	46.287150000	-118.026140000	1568.6		
T	46.289870000	-118.022020000	1513.6		
T	46.290090000	-118.021780000	1513.7		
T	46.290290000	-118.021650000	1514.0		
T	46.291280000	-118.021320000	1526.2		
T	46.291560000	-118.021190000	1520.1		
T	46.291820000	-118.021110000	1514.2		
T	46.292010000	-118.021130000	1512.2		
T	46.293980000	-118.022680000	1503.8		
T	46.294110000	-118.022840000	1503.7		
T	46.295220000	-118.020940000	1505.1		
T	46.295280000	-118.020880000	1505.2		
T	46.309620000	-117.996410000	1572.9		
T	46.309810000	-117.996560000	1571.6		
T	46.309960000	-117.996630000	1570.8		
T	46.313060000	-117.996600000	1576.8		
T	46.313160000	-117.996540000	1577.0		
T	46.313250000	-117.996460000	1577.5		
T	46.313430000	-117.996230000	1579.6		
T	46.313440000	-117.996230000	1579.7		
T	46.313940000	-117.995440000	1577.8		
T	46.314010000	-117.995240000	1576.3		
T	46.314630000	-117.991860000	1585.1		
T	46.314760000	-117.991530000	1585.5		
T	46.314810000	-117.991320000	1586.1		
T	46.314800000	-117.991000000	1586.5		
T	46.315020000	-117.990750000	1586.8		
T	46.315220000	-117.990430000	1587.1		
T	46.318950000	-117.982250000	1605.6		
T	46.319790000	-117.983050000	1602.7		
T	46.320530000	-117.981380000	1605.0		
T	46.321300000	-117.982100000	1602.3		
T	46.325400000	-117.973040000	1636.1		
T	46.325410000	-117.972950000	1637.3		
T	46.325400000	-117.972790000	1646.2		
T	46.325500000	-117.972430000	1647.4		
T	46.325530000	-117.972010000	1639.9		
T	46.325510000	-117.971810000	1641.6		
T	46.325440000	-117.971600000	1649.8		
T	46.325320000	-117.971360000	1663.1		
T	46.325270000	-117.971120000	1668.0		
T	46.325300000	-117.970470000	1672.3		
T	46.325290000	-117.970440000	1673.2		
T	46.325300000	-117.970290000	1675.9		
T	46.325230000	-117.970130000	1682.3		
T	46.333020000	-117.960060000	1710.2		
T	46.335630000	-117.956470000	1714.9		
T	46.338010000	-117.952870000	1737.2		
T	46.338210000	-117.952620000	1731.1		
T	46.338550000	-117.952310000	1725.2		
T	46.338880000	-117.952110000	1720.8		
T	46.339270000	-117.951980000	1717.2		
T	46.339490000	-117.951950000	1715.4		
T	46.342540000	-117.951820000	1719.3		
T	46.343000000	-117.951650000	1723.5		
T	46.343310000	-117.951410000	1727.3		
T	46.343620000	-117.951120000	1732.3		
T	46.343740000	-117.950980000	1734.7		
T	46.344020000	-117.950530000	1739.9		
T	46.344170000	-117.950220000	1741.6		
T	46.344580000	-117.948940000	1747.2		
T	46.344950000	-117.947360000	1755.9		
T	46.345570000	-117.943780000	1765.6		
T	46.345580000	-117.943760000	1765.9		
T	46.345660000	-117.943240000	1770.4		
T	46.345790000	-117.941680000	1773.3		
T	46.345860000	-117.936450000	1769.5		
T	46.346190000	-117.935710000	1788.7		
T	46.346450000	-117.935330000	1795.3		
T	46.347950000	-117.934160000	1822.7		
T	46.348210000	-117.933810000	1827.8		
T	46.349210000	-117.931920000	1860.9		
T	46.349680000	-117.931260000	1872.5		
T	46.350080000	-117.930880000	1885.8		
T	46.350550000	-117.930620000	1900.4		
T	46.354140000	-117.929240000	1977.2		
T	46.355440000	-117.928530000	2016.7		
T	46.355990000	-117.928270000	2027.5		
T	46.357600000	-117.927620000	2061.3		
T	46.358630000	-117.927040000	2075.9		
T	46.359110000	-117.926690000	2085.2		
T	46.359730000	-117.926100000	2094.4		
T	46.360160000	-117.925750000	2098.0		
T	46.360160000	-117.925740000	2098.3		
T	46.360660000	-117.925440000	2102.2		
T	46.360890000	-117.925270000	2106.8		
T	46.361310000	-117.925030000	2112.4		
T	46.361550000	-117.924820000	2115.9		
T	46.361750000	-117.924550000	2117.3		
T	46.362100000	-117.923670000	2115.1		
T	46.362650000	-117.922910000	2103.5		
T	46.362890000	-117.922420000	2099.6		
T	46.363360000	-117.920900000	2098.3		
T	46.363390000	-117.920550000	2099.0		
T	46.363310000	-117.919480000	2081.3		
T	46.363330000	-117.919100000	2082.6		
T	46.363430000	-117.918570000	2102.3		
T	46.363490000	-117.918380000	2107.1		
T	46.363670000	-117.918190000	2092.1		
T	46.364540000	-117.917670000	2068.7		
T	46.365100000	-117.917200000	2074.4		
T	46.365670000	-117.915610000	2083.8		
T	46.365670000	-117.915590000	2083.8		
T	46.365890000	-117.914880000	2086.5		
T	46.365950000	-117.914390000	2087.8		
T	46.365760000	-117.908180000	2113.8		
T	46.365510000	-117.904860000	2133.3		
T	46.365490000	-117.904030000	2136.7		
T	46.365600000	-117.901940000	2149.2		
T	46.365690000	-117.901180000	2152.0		
T	46.365940000	-117.900150000	2163.3		
T	46.366430000	-117.898600000	2183.9		
T	46.366630000	-117.898090000	2190.0		
T	46.368030000	-117.895480000	2224.4		
T	46.368370000	-117.895010000	2231.2		
T	46.368600000	-117.894750000	2236.0		
T	46.368620000	-117.894740000	2236.6		
T	46.368990000	-117.894380000	2247.4		
T	46.372410000	-117.891880000	2315.7		
T	46.372750000	-117.891580000	2319.9		
T	46.374360000	-117.889960000	2343.3		
T	46.374370000	-117.889940000	2343.1		
T	46.375850000	-117.888460000	2356.9		
T	46.375860000	-117.888460000	2356.9		
T	46.376140000	-117.888140000	2358.4		
T	46.377750000	-117.885510000	2323.3		
T	46.379130000	-117.883600000	2262.6		
T	46.379600000	-117.882870000	2240.1		
T	46.379600000	-117.882860000	2239.8		
T	46.380000000	-117.882280000	2229.1		
T	46.380920000	-117.881110000	2214.2		
T	46.382390000	-117.878790000	2180.8		
T	46.382550000	-117.878330000	2178.0		
T	46.382590000	-117.878100000	2177.8		
T	46.382770000	-117.878110000	2176.4		
T	46.382880000	-117.878140000	2175.2		
T	46.383780000	-117.878680000	2167.6		
T	46.385040000	-117.879660000	2155.9		
T	46.385350000	-117.879780000	2154.3		
T	46.385830000	-117.879900000	2149.7		
T	46.386230000	-117.879930000	2146.4		
T	46.388100000	-117.879890000	2129.9		
T	46.388490000	-117.879920000	2129.1		
T	46.388730000	-117.879980000	2128.0		
T	46.388890000	-117.880140000	2126.6		
T	46.389020000	-117.880310000	2125.5		
T	46.389460000	-117.881040000	2122.1		
T	46.389730000	-117.881420000	2119.6		
T	46.389950000	-117.881670000	2118.2		
T	46.393230000	-117.883900000	2097.4		
T	46.393530000	-117.883980000	2096.8		
T	46.393730000	-117.883980000	2096.5		
T	46.393820000	-117.883950000	2097.1		
T	46.394030000	-117.883790000	2101.4		
T	46.397140000	-117.880690000	2087.3		
T	46.397350000	-117.880850000	2085.6		
T	46.397500000	-117.880910000	2086.0		
T	46.399090000	-117.874890000	2104.1		
T	46.400400000	-117.870600000	2122.9		
T	46.400890000	-117.869500000	2137.7		
T	46.401220000	-117.868880000	2141.2		
T	46.402930000	-117.866210000	2140.3		
T	46.403470000	-117.865500000	2144.1		
T	46.403920000	-117.865060000	2153.3		
T	46.404250000	-117.864870000	2152.2		
T	46.404640000	-117.864700000	2151.8		
T	46.404750000	-117.864670000	2152.3		
T	46.405740000	-117.864240000	2155.3		
T	46.406390000	-117.863790000	2162.5		
T	46.406600000	-117.863560000	2167.5		
T	46.406880000	-117.863170000	2170.7		
T	46.407990000	-117.861260000	2180.2		
T	46.408440000	-117.860640000	2187.0		
T	46.408810000	-117.860220000	2190.8		
T	46.410020000	-117.858510000	2188.0		
T	46.410430000	-117.857800000	2181.9		
T	46.412110000	-117.855300000	2179.2		
T	46.412240000	-117.855020000	2179.5		
T	46.412280000	-117.854870000	2179.6		
T	46.412390000	-117.849400000	2189.5		
T	46.412110000	-117.849300000	2190.5		
T	46.408240000	-117.849320000	2223.5		
T	46.407560000	-117.848740000	2226.1		
T	46.407400000	-117.848510000	2222.7		
T	46.405030000	-117.842690000	2248.3		
T	46.404940000	-117.842320000	2253.1		
T	46.404940000	-117.841980000	2254.4		
T	46.404990000	-117.841590000	2258.0		
T	46.406010000	-117.838660000	2302.7		
T	46.406100000	-117.838280000	2302.4		
T	46.406140000	-117.837880000	2303.1		
T	46.406110000	-117.837360000	2301.8		
T	46.406060000	-117.837110000	2297.5		
T	46.405910000	-117.836640000	2281.7		
T	46.405720000	-117.836270000	2270.9		
T	46.404500000	-117.834560000	2224.9		
T	46.404330000	-117.834270000	2215.0		
T	46.404150000	-117.833840000	2229.3		
T	46.403250000	-117.830860000	2265.1		
T	46.403020000	-117.829890000	2262.4		
T	46.402970000	-117.829570000	2262.3		
T	46.402930000	-117.829020000	2263.3		
T	46.402990000	-117.827710000	2256.9		
T	46.402060000	-117.822520000	2308.2		
T	46.401690000	-117.807350000	2419.2		
T	46.401610000	-117.806310000	2415.4		
T	46.400120000	-117.797150000	2452.3		
T	46.399890000	-117.796040000	2462.8		
T	46.399860000	-117.795480000	2464.6		
T	46.399890000	-117.795280000	2465.4		
T	46.400390000	-117.793810000	2476.6		
T	46.401170000	-117.792040000	2502.4		
T	46.403410000	-117.784010000	2522.9		
T	46.403850000	-117.782700000	2513.1		
T	46.403860000	-117.782690000	2513.1		
T	46.404890000	-117.780430000	2504.2		
T	46.406100000	-117.777090000	2437.5		
T	46.406220000	-117.776570000	2434.4		
T	46.406280000	-117.776050000	2428.0		
T	46.406260000	-117.775790000	2430.5		
T	46.405960000	-117.774290000	2460.5		
T	46.405920000	-117.773920000	2463.0		
T	46.406470000	-117.770240000	2458.1		
T	46.406490000	-117.769650000	2460.9		
T	46.406260000	-117.768890000	2452.8		
T	46.406250000	-117.768720000	2451.4		
T	46.406240000	-117.768690000	2450.6		
T	46.406240000	-117.768510000	2448.5		
T	46.406270000	-117.768310000	2445.1		
T	46.406940000	-117.766930000	2423.8		
T	46.407040000	-117.766780000	2421.2		
T	46.407320000	-117.766530000	2416.6		
T	46.409350000	-117.765040000	2381.7		
T	46.409470000	-117.764900000	2379.9		
T	46.409510000	-117.764700000	2380.5		
T	46.409520000	-117.763140000	2401.6		
T	46.409560000	-117.762850000	2403.9		
T	46.409630000	-117.762580000	2405.4		
T	46.411050000	-117.758790000	2413.7		
T	46.412970000	-117.755720000	2388.6		
T	46.413480000	-117.754240000	2405.6		
T	46.413600000	-117.754000000	2405.4		
T	46.413680000	-117.753920000	2406.7		
T	46.413800000	-117.753880000	2409.3		
T	46.415990000	-117.753760000	2383.0		
T	46.416640000	-117.753800000	2362.3		
T	46.416710000	-117.753840000	2359.1		
T	46.416820000	-117.753960000	2353.4		
T	46.416910000	-117.754130000	2346.5		
T	46.416930000	-117.754220000	2344.1		
T	46.416930000	-117.754400000	2341.0		
T	46.416770000	-117.755590000	2323.5		
T	46.416780000	-117.755630000	2321.2		
T	46.416780000	-117.755710000	2318.6		
T	46.416800000	-117.755820000	2314.3		
T	46.416860000	-117.755930000	2308.0		
T	46.416990000	-117.756050000	2301.4		
T	46.417710000	-117.756420000	2265.4		
T	46.418160000	-117.756590000	2249.6		
T	46.418350000	-117.756700000	2244.3		
T	46.418530000	-117.756840000	2234.2		
T	46.418910000	-117.757230000	2207.1		
T	46.419150000	-117.757390000	2189.4		
T	46.419470000	-117.757520000	2172.8		
T	46.420250000	-117.757720000	2133.5		
T	46.420860000	-117.757800000	2111.8		
T	46.421290000	-117.757700000	2101.2		
T	46.421850000	-117.757390000	2081.9		
T	46.421950000	-117.757310000	2076.4		
T	46.422040000	-117.757210000	2070.4		
T	46.423270000	-117.755510000	2005.5		
T	46.423520000	-117.755260000	1995.4		
T	46.424200000	-117.754870000	1971.2		
T	46.425250000	-117.754480000	1935.2		
T	46.426890000	-117.753450000	1884.6		
T	46.427110000	-117.753370000	1878.0		
T	46.427300000	-117.753360000	1872.1		
T	46.427480000	-117.753400000	1868.4		
T	46.427610000	-117.753390000	1866.5		
T	46.427720000	-117.753360000	1864.1		
T	46.427920000	-117.753230000	1855.8		
T	46.428970000	-117.752350000	1819.6		
T	46.429410000	-117.752030000	1806.7		
T	46.429590000	-117.751960000	1803.1		
T	46.429750000	-117.751920000	1800.1		
T	46.429990000	-117.751940000	1799.6		
T	46.430310000	-117.752010000	1797.7		
T	46.430570000	-117.752010000	1786.3		
T	46.431390000	-117.751740000	1753.3		
T	46.432240000	-117.751640000	1736.7		
T	46.432850000	-117.751480000	1720.6		
T	46.433660000	-117.751380000	1699.6		
T	46.434520000	-117.751390000	1671.2		
T	46.435090000	-117.751350000	1653.1		
T	46.435550000	-117.751360000	1639.2		
T	46.435670000	-117.751390000	1635.3		
T	46.436210000	-117.751300000	1619.0		
T	46.436330000	-117.751300000	1614.6		
T	46.436710000	-117.751360000	1604.5		
T	46.436860000	-117.751360000	1599.7		
T	46.437400000	-117.751240000	1577.7		
T	46.439600000	-117.751090000	1527.3		
T	46.439670000	-117.751060000	1526.1		
T	46.439760000	-117.750990000	1526.5		
T	46.439870000	-117.750720000	1534.4		
T	46.440020000	-117.750220000	1503.0		
T	46.440590000	-117.748940000	1479.3		
T	46.440910000	-117.748500000	1479.8		
T	46.442010000	-117.747250000	1487.0		
T	46.442140000	-117.747020000	1488.2		
T	46.442310000	-117.745930000	1510.6		
T	46.442380000	-117.745750000	1524.7		
T	46.442430000	-117.745700000	1530.0		
T	46.442470000	-117.745690000	1532.9		
T	46.442480000	-117.745680000	1534.3		
T	46.442530000	-117.745700000	1535.8		
T	46.442560000	-117.745760000	1534.7		
T	46.442570000	-117.745820000	1532.5		
T	46.442560000	-117.746070000	1523.4		
T	46.442580000	-117.746170000	1523.2		
T	46.442630000	-117.746300000	1523.7		
T	46.442910000	-117.746700000	1531.3		
T	46.443100000	-117.746890000	1542.8		
T	46.443380000	-117.747070000	1558.9		
T	46.443400000	-117.747070000	1560.5		
T	46.443500000	-117.747100000	1566.0		
T	46.443560000	-117.747100000	1569.1		
T	46.443880000	-117.746900000	1598.5		
T	46.443910000	-117.746900000	1599.5		
T	46.443940000	-117.746930000	1598.1		
T	46.443960000	-117.746970000	1595.5		
T	46.443970000	-117.747130000	1584.5		
T	46.443890000	-117.747720000	1570.2		
T	46.443900000	-117.747870000	1575.2		
T	46.443920000	-117.747940000	1577.9		
T	46.444000000	-117.748080000	1580.4		
T	46.444050000	-117.748120000	1583.7		
T	46.444240000	-117.748150000	1602.9		
T	46.444490000	-117.748130000	1628.0		
T	46.444680000	-117.748010000	1652.2		
T	46.444690000	-117.747990000	1654.8		
T	46.444910000	-117.747820000	1670.7		
T	46.445440000	-117.747570000	1678.9		
T	46.445740000	-117.747310000	1695.2		
T	46.445770000	-117.747260000	1698.0		
T	46.445770000	-117.747180000	1703.1		
T	46.445740000	-117.747120000	1707.4		
T	46.445700000	-117.747100000	1709.2		
T	46.445300000	-117.747190000	1705.2		
T	46.445220000	-117.747190000	1705.1		
T	46.445110000	-117.747120000	1706.1		
T	46.445070000	-117.747040000	1704.5		
T	46.445070000	-117.746970000	1703.1		
T	46.445090000	-117.746910000	1702.9		
T	46.445150000	-117.746860000	1705.3		
T	46.446930000	-117.746070000	1776.3		
T	46.447350000	-117.745830000	1805.2		
T	46.447540000	-117.745680000	1819.2		
T	46.447840000	-117.745270000	1848.1		
T	46.448320000	-117.744330000	1889.2		
T	46.448480000	-117.744090000	1897.3		
T	46.448720000	-117.743820000	1903.2		
T	46.448730000	-117.743820000	1902.4		
T	46.448840000	-117.743710000	1906.3		
T	46.448950000	-117.743630000	1907.3		
T	46.449190000	-117.743520000	1906.5		
T	46.449430000	-117.743490000	1901.2		
T	46.449490000	-117.743460000	1902.0		
T	46.449540000	-117.743410000	1905.6		
T	46.449560000	-117.743350000	1910.6		
T	46.449560000	-117.743290000	1916.2		
T	46.449550000	-117.743250000	1920.4		
T	46.449520000	-117.743210000	1925.7		
T	46.449460000	-117.743210000	1928.8		
T	46.449210000	-117.743270000	1935.0		
T	46.448190000	-117.743620000	1931.9		
T	46.448130000	-117.743610000	1927.2		
T	46.448070000	-117.743560000	1923.9		
T	46.448050000	-117.743520000	1923.7		
T	46.448050000	-117.743400000	1929.6		
T	46.448060000	-117.743350000	1933.0		
T	46.448090000	-117.743300000	1936.9		
T	46.448130000	-117.743270000	1939.5		
T	46.448290000	-117.743280000	1947.0		
T	46.448360000	-117.743270000	1952.1		
T	46.448430000	-117.743230000	1958.9		
T	46.448720000	-117.743000000	1988.2		
T	46.449220000	-117.742510000	2025.0		
T	46.449300000	-117.742450000	2027.9		
T	46.449710000	-117.742310000	2025.7		
T	46.449840000	-117.742240000	2030.2		
T	46.450090000	-117.742060000	2042.7		
T	46.450180000	-117.741970000	2048.4		
T	46.450250000	-117.741870000	2055.1		
T	46.450380000	-117.741550000	2076.8		
T	46.450440000	-117.741470000	2080.3		
T	46.450500000	-117.741440000	2079.4		
T	46.450870000	-117.741480000	2071.3		
T	46.451310000	-117.741490000	2087.9		
T	46.451470000	-117.741460000	2097.2		
T	46.451560000	-117.741470000	2100.6		
T	46.451640000	-117.741500000	2102.5		
T	46.451800000	-117.741760000	2097.5		
T	46.452360000	-117.742280000	2127.5		
T	46.452520000	-117.742480000	2134.4		
T	46.452680000	-117.742560000	2145.1		
T	46.452840000	-117.742550000	2156.3		
T	46.452920000	-117.742510000	2162.9		
T	46.453290000	-117.742180000	2186.3		
T	46.453670000	-117.741780000	2206.8		
T	46.453750000	-117.741260000	2218.4		
T	46.452890000	-117.739530000	2226.9		
T	46.452790000	-117.739400000	2228.3		
T	46.452300000	-117.739050000	2233.2		
T	46.451780000	-117.738760000	2232.3		
T	46.451280000	-117.738610000	2228.6		
T	46.449800000	-117.738380000	2250.8		
T	46.449580000	-117.738270000	2253.6		
T	46.449440000	-117.738080000	2256.2		
T	46.449390000	-117.737960000	2257.7		
T	46.449350000	-117.737750000	2259.8		
T	46.449300000	-117.726620000	2243.1		
T	46.449340000	-117.726590000	2242.1		
T	46.449420000	-117.726500000	2239.7		
T	46.449920000	-117.726260000	2225.7		
T	46.450270000	-117.726190000	2217.9		
T	46.451400000	-117.725760000	2191.1		
T	46.452250000	-117.725560000	2176.6		
T	46.452250000	-117.725550000	2176.9		
T	46.454300000	-117.725170000	2176.1		
T	46.456890000	-117.724090000	2081.2		
T	46.457110000	-117.723950000	2069.8		
T	46.457260000	-117.723790000	2061.8		
T	46.457400000	-117.723570000	2049.4		
T	46.457600000	-117.723170000	2027.7		
T	46.457900000	-117.721910000	1982.7		
T	46.458100000	-117.721270000	1966.9		
T	46.458540000	-117.720210000	1933.3		
T	46.458590000	-117.719860000	1917.1		
T	46.458580000	-117.719810000	1914.5		
T	46.458590000	-117.718990000	1880.6		
T	46.458670000	-117.718540000	1868.5		
T	46.458990000	-117.717320000	1826.3		
T	46.459610000	-117.715560000	1768.1		
T	46.459960000	-117.714100000	1726.9		
T	46.460010000	-117.713790000	1720.1		
T	46.459910000	-117.712390000	1677.1		
T	46.459920000	-117.711690000	1662.5		
T	46.460020000	-117.711020000	1647.2		
T	46.460090000	-117.710790000	1641.7		
T	46.460230000	-117.710480000	1634.4		
T	46.460500000	-117.710170000	1627.7		
T	46.460510000	-117.710170000	1627.7		
T	46.460750000	-117.710000000	1626.0		
T	46.460990000	-117.709790000	1621.8		
T	46.461000000	-117.709770000	1621.9		
T	46.461230000	-117.709520000	1616.9		
T	46.461420000	-117.709230000	1614.5		
T	46.461670000	-117.708950000	1611.2		
T	46.461690000	-117.708940000	1610.8		
T	46.461790000	-117.708840000	1608.3		
T	46.461990000	-117.708700000	1604.3		
T	46.463750000	-117.706450000	1573.1		
T	46.464630000	-117.705420000	1568.5		
T	46.464460000	-117.704740000	1569.0		
T	46.464460000	-117.704690000	1569.4		
T	46.464450000	-117.704680000	1569.3		
T	46.464450000	-117.704660000	1569.4		
T	46.464460000	-117.704640000	1569.8		
T	46.464490000	-117.704480000	1571.7		
T	46.464210000	-117.703390000	1571.1		
T	46.462670000	-117.689400000	1610.2		
T	46.462680000	-117.688560000	1610.9		
T	46.462710000	-117.688310000	1610.6		
T	46.464310000	-117.680630000	1623.0		
T	46.464320000	-117.680630000	1623.3		
T	46.464810000	-117.678370000	1630.5		
T	46.465040000	-117.677690000	1633.2		
T	46.465190000	-117.677340000	1633.1		
T	46.465570000	-117.676630000	1637.3		
T	46.465960000	-117.676090000	1637.1		
T	46.466270000	-117.675760000	1639.3		
T	46.470580000	-117.672230000	1658.4		
T	46.470840000	-117.671940000	1657.6		
T	46.471070000	-117.671610000	1658.2		
T	46.471270000	-117.671250000	1659.8		
T	46.473970000	-117.664550000	1694.0		
T	46.473980000	-117.664500000	1693.9		
T	46.474630000	-117.662810000	1693.4		
T	46.474790000	-117.662140000	1692.2		
T	46.474990000	-117.660920000	1691.5		
T	46.475000000	-117.660900000	1691.8		
T	46.476640000	-117.650190000	1744.4		
T	46.477400000	-117.646870000	1741.7		
T	46.477540000	-117.646000000	1739.9		
T	46.477880000	-117.641900000	1770.4		
T	46.478430000	-117.637210000	1772.9		
T	46.478500000	-117.636270000	1775.5		
T	46.478530000	-117.634830000	1784.2		
T	46.478470000	-117.633290000	1797.6		
T	46.477700000	-117.625840000	1793.1		
T	46.477330000	-117.619850000	1805.8		
T	46.477240000	-117.619060000	1810.4		
T	46.476810000	-117.616570000	1818.2		
T	46.476710000	-117.616510000	1816.4		
T	46.476460000	-117.616450000	1811.3		
T	46.476410000	-117.616420000	1810.7		
T	46.476220000	-117.616160000	1809.5		
T	46.476130000	-117.615830000	1808.8		
T	46.476030000	-117.615030000	1809.4		
T	46.476080000	-117.614660000	1810.6		
T	46.476140000	-117.614410000	1811.4		
T	46.476150000	-117.614250000	1812.1		
T	46.476100000	-117.614010000	1813.6		
T	46.476020000	-117.613800000	1814.9		
T	46.475930000	-117.613350000	1821.1		
T	46.475680000	-117.613420000	1817.1		
T	46.474560000	-117.613510000	1809.3		
T	46.474340000	-117.613660000	1812.2		
T	46.474210000	-117.613920000	1813.3		
T	46.474150000	-117.614210000	1812.6		
T	46.474150000	-117.614440000	1810.6		
T	46.473670000	-117.614550000	1812.3		
T	46.473440000	-117.614560000	1814.5		
T	46.473380000	-117.614530000	1815.9		
T	46.473260000	-117.614440000	1818.9		
T	46.473210000	-117.614380000	1820.4		
T	46.473190000	-117.614330000	1821.1		
T	46.473180000	-117.614320000	1821.5		
T	46.473130000	-117.614210000	1823.1		
T	46.473040000	-117.613850000	1825.5		
T	46.472940000	-117.613200000	1826.4		
T	46.471440000	-117.597650000	1863.2		
T	46.474170000	-117.597060000	1874.7		
T	46.474620000	-117.597010000	1884.9		
T	46.474720000	-117.596950000	1890.7		
T	46.474870000	-117.596790000	1901.0		
T	46.474960000	-117.596630000	1908.5		
T	46.474980000	-117.596220000	1919.3		
T	46.475010000	-117.596080000	1924.5		
T	46.475040000	-117.596010000	1928.1		
T	46.475090000	-117.595950000	1932.5		
T	46.475220000	-117.595590000	1943.6		
T	46.475450000	-117.595210000	1958.8		
T	46.475970000	-117.594820000	1990.4		
T	46.476940000	-117.594190000	2043.0		
T	46.477270000	-117.593900000	2066.8		
T	46.477520000	-117.593620000	2084.6		
T	46.477860000	-117.593330000	2095.6		
T	46.478530000	-117.592870000	2115.4		
T	46.478890000	-117.592460000	2143.8		
T	46.478970000	-117.592400000	2147.8		
T	46.479430000	-117.592170000	2162.2		
T	46.479560000	-117.592070000	2169.6		
T	46.479700000	-117.592000000	2175.3		
T	46.479810000	-117.591970000	2177.7		
T	46.480020000	-117.591880000	2186.5		
T	46.480490000	-117.591480000	2210.6		
T	46.480940000	-117.591220000	2228.0		
T	46.480950000	-117.591220000	2228.1		
T	46.481140000	-117.591120000	2235.2		
T	46.481360000	-117.591060000	2239.8		
T	46.482530000	-117.590960000	2269.3		
T	46.482650000	-117.590930000	2274.7		
T	46.482810000	-117.590850000	2283.7		
T	46.483020000	-117.590710000	2294.8		
T	46.483360000	-117.590430000	2308.8		
T	46.483850000	-117.590100000	2319.4		
T	46.483860000	-117.590100000	2319.6		
T	46.483970000	-117.590050000	2321.9		
T	46.484100000	-117.590030000	2324.2		
T	46.485740000	-117.590060000	2351.0		
T	46.485730000	-117.537430000	2390.3		
T	46.485710000	-117.537180000	2390.3		
T	46.485680000	-117.537110000	2389.9		
T	46.485600000	-117.537040000	2389.1		
T	46.485540000	-117.537020000	2388.5		
T	46.482260000	-117.537080000	2415.8		
T	46.482180000	-117.537020000	2416.6		
T	46.482140000	-117.536960000	2417.0		
T	46.482100000	-117.536780000	2417.5		
T	46.482130000	-117.521360000	2397.5		
T	46.482110000	-117.521260000	2396.7		
T	46.482020000	-117.521030000	2397.8		
T	46.481960000	-117.520960000	2397.6		
T	46.481910000	-117.520930000	2397.0		
T	46.482100000	-117.520200000	2412.5		
T	46.482150000	-117.519820000	2416.6		
T	46.482180000	-117.519160000	2416.5		
T	46.482190000	-117.519140000	2416.6		
T	46.482260000	-117.518660000	2413.0		
T	46.482980000	-117.516260000	2419.0		
T	46.483160000	-117.515360000	2432.1		
T	46.483190000	-117.515030000	2432.3		
T	46.483190000	-117.502720000	2435.5		
T	46.483710000	-117.497480000	2406.4		
T	46.483820000	-117.497080000	2395.7		
T	46.483160000	-117.496350000	2395.0		
T	46.483040000	-117.496140000	2393.4		
T	46.483000000	-117.495950000	2389.9		
T	46.483040000	-117.495760000	2387.6		
T	46.483100000	-117.495620000	2384.2		
T	46.483210000	-117.495530000	2379.2		
T	46.483270000	-117.495510000	2378.6		
T	46.483540000	-117.495540000	2375.2		
T	46.483740000	-117.495590000	2371.3		
T	46.483820000	-117.495590000	2370.6		
T	46.483850000	-117.495580000	2370.8		
T	46.483920000	-117.495580000	2370.3		
T	46.484260000	-117.495460000	2371.5		
T	46.484380000	-117.495400000	2372.3		
T	46.484390000	-117.495400000	2372.1		
T	46.484630000	-117.495290000	2374.4		
T	46.484730000	-117.495210000	2379.0		
T	46.484850000	-117.494900000	2391.5		
T	46.484970000	-117.493450000	2407.5		
T	46.485620000	-117.489300000	2433.2		
T	46.485700000	-117.488490000	2440.6		
T	46.485660000	-117.473430000	2528.1		
T	46.485390000	-117.470600000	2526.0		
T	46.485370000	-117.469630000	2527.5		
T	46.485420000	-117.469270000	2527.8		
T	46.485630000	-117.468750000	2529.5		
T	46.485680000	-117.468410000	2530.8		
T	46.485680000	-117.458860000	2567.7		
T	46.485710000	-117.458500000	2564.3		
T	46.485770000	-117.458200000	2560.0		
T	46.486240000	-117.456990000	2529.3		
T	46.486270000	-117.456780000	2525.5		
T	46.486260000	-117.456600000	2518.9		
T	46.486150000	-117.456330000	2510.8		
T	46.485790000	-117.455850000	2494.7		
T	46.485670000	-117.455630000	2487.6		
T	46.485600000	-117.455310000	2482.8		
T	46.485620000	-117.454940000	2477.8		
T	46.485700000	-117.454680000	2474.9		
