type	latitude	longitude	altitude	name	desc
T	46.486020000	-117.453900000	2469.5		
T	46.486500000	-117.452960000	2465.6		
T	46.486680000	-117.452710000	2465.2		
T	46.487150000	-117.452270000	2459.6		
T	46.487150000	-117.452260000	2459.5		
T	46.487310000	-117.452000000	2457.5		
T	46.487400000	-117.451660000	2458.0		
T	46.487540000	-117.450870000	2452.0		
T	46.487560000	-117.450480000	2448.3		
T	46.487620000	-117.450140000	2445.7		
T	46.487710000	-117.449820000	2445.5		
T	46.488200000	-117.448630000	2437.7		
T	46.488730000	-117.447690000	2434.4		
T	46.488730000	-117.447680000	2434.2		
T	46.488970000	-117.447330000	2430.4		
T	46.489610000	-117.446580000	2421.3		
T	46.489690000	-117.446380000	2419.7		
T	46.489740000	-117.446100000	2419.3		
T	46.489770000	-117.445590000	2424.7		
T	46.489900000	-117.418270000	2507.1		
T	46.490010000	-117.417310000	2506.3		
T	46.490210000	-117.416190000	2498.9		
T	46.490280000	-117.415230000	2490.4		
T	46.490190000	-117.413810000	2463.6		
T	46.490070000	-117.412890000	2435.2		
T	46.490000000	-117.412760000	2427.8		
T	46.489910000	-117.412660000	2422.7		
T	46.489720000	-117.412530000	2419.1		
T	46.489460000	-117.412700000	2419.8		
T	46.488590000	-117.413450000	2424.0		
T	46.488580000	-117.413450000	2424.0		
T	46.488190000	-117.413750000	2425.5		
T	46.487540000	-117.414020000	2430.6		
T	46.486900000	-117.414220000	2435.0		
T	46.486870000	-117.414220000	2434.7		
T	46.486360000	-117.414370000	2436.1		
T	46.486340000	-117.414370000	2435.9		
T	46.484930000	-117.414790000	2443.6		
T	46.484060000	-117.414910000	2443.1		
T	46.481980000	-117.414940000	2450.7		
T	46.480090000	-117.415160000	2455.8		
T	46.480070000	-117.415170000	2455.8		
T	46.478820000	-117.415170000	2458.8		
T	46.479390000	-117.411800000	2494.1		
T	46.479480000	-117.410940000	2499.7		
T	46.479630000	-117.407250000	2531.2		
T	46.479680000	-117.406990000	2533.9		
T	46.480820000	-117.403250000	2553.7		
T	46.480870000	-117.402720000	2557.5		
T	46.480860000	-117.402410000	2559.9		
T	46.480570000	-117.400540000	2574.5		
T	46.480570000	-117.399970000	2577.5		
T	46.481180000	-117.396320000	2593.5		
T	46.481240000	-117.395470000	2596.4		
T	46.480930000	-117.390000000	2649.7		
T	46.480940000	-117.388890000	2658.1		
T	46.481050000	-117.388350000	2659.9		
T	46.483080000	-117.382530000	2689.0		
T	46.483170000	-117.382350000	2689.7		
T	46.485120000	-117.379220000	2693.3		
T	46.485520000	-117.378320000	2691.6		
T	46.485980000	-117.376070000	2693.6		
T	46.486360000	-117.375240000	2688.7		
T	46.487890000	-117.372540000	2674.4		
T	46.488130000	-117.371880000	2671.1		
T	46.488350000	-117.371060000	2660.6		
T	46.488850000	-117.368270000	2647.7		
T	46.489030000	-117.365630000	2639.3		
T	46.489300000	-117.362970000	2666.6		
T	46.489300000	-117.362420000	2670.5		
T	46.489220000	-117.361810000	2673.3		
T	46.488910000	-117.360290000	2671.5		
T	46.488880000	-117.359800000	2671.0		
T	46.488890000	-117.359320000	2670.8		
T	46.489100000	-117.357650000	2671.0		
T	46.488870000	-117.357620000	2662.1		
T	46.485890000	-117.357600000	2564.5		
T	46.485660000	-117.357640000	2552.2		
T	46.485470000	-117.357720000	2541.3		
T	46.485070000	-117.358000000	2525.6		
T	46.484190000	-117.358890000	2508.4		
T	46.483620000	-117.359610000	2489.8		
T	46.482840000	-117.360140000	2474.8		
T	46.482590000	-117.360200000	2475.5		
T	46.481860000	-117.360180000	2458.7		
T	46.481730000	-117.360230000	2460.0		
T	46.481530000	-117.360400000	2456.7		
T	46.481460000	-117.360490000	2457.1		
T	46.481350000	-117.360770000	2449.6		
T	46.481220000	-117.361380000	2430.8		
T	46.481150000	-117.361460000	2430.8		
T	46.481140000	-117.361460000	2430.3		
T	46.481090000	-117.361500000	2428.7		
T	46.479490000	-117.361920000	2387.2		
T	46.477900000	-117.362510000	2350.7		
T	46.477550000	-117.362600000	2345.6		
T	46.476640000	-117.362540000	2323.5		
T	46.476580000	-117.362520000	2321.6		
T	46.476160000	-117.362270000	2303.0		
T	46.475960000	-117.362110000	2292.8		
T	46.475500000	-117.361870000	2292.3		
T	46.475410000	-117.361790000	2289.3		
T	46.475240000	-117.361510000	2278.6		
T	46.475050000	-117.361290000	2262.5		
T	46.474900000	-117.361070000	2250.9		
T	46.474690000	-117.360560000	2208.4		
T	46.474470000	-117.359840000	2185.1		
T	46.474360000	-117.359630000	2190.1		
T	46.474330000	-117.359600000	2191.6		
T	46.474230000	-117.359600000	2190.5		
T	46.473800000	-117.359770000	2173.2		
T	46.473460000	-117.359870000	2170.5		
T	46.473210000	-117.360060000	2160.2		
T	46.472960000	-117.360180000	2149.6		
T	46.472720000	-117.360240000	2142.1		
T	46.471470000	-117.360430000	2109.6		
T	46.470760000	-117.360710000	2071.1		
T	46.470650000	-117.360730000	2066.2		
T	46.470070000	-117.360720000	2042.8		
T	46.469810000	-117.360620000	2034.0		
T	46.469300000	-117.360290000	2021.9		
T	46.468960000	-117.359910000	2044.0		
T	46.468650000	-117.359470000	2054.0		
T	46.468290000	-117.358600000	2031.1		
T	46.468220000	-117.358500000	2028.7		
T	46.468080000	-117.358400000	2038.7		
T	46.467750000	-117.357940000	2029.7		
T	46.467430000	-117.357390000	1996.0		
T	46.467220000	-117.357230000	1984.1		
T	46.466970000	-117.357140000	1982.3		
T	46.466800000	-117.357050000	1981.1		
T	46.466630000	-117.356920000	1979.5		
T	46.466430000	-117.356710000	1978.4		
T	46.465570000	-117.355380000	1959.6		
T	46.464840000	-117.354450000	1943.8		
T	46.464690000	-117.354080000	1922.1		
T	46.464630000	-117.353850000	1906.0		
T	46.464460000	-117.352670000	1864.2		
T	46.464360000	-117.352480000	1864.9		
T	46.464220000	-117.352320000	1866.0		
T	46.463680000	-117.352020000	1853.7		
T	46.462740000	-117.350870000	1840.9		
T	46.461800000	-117.350190000	1814.4		
T	46.461230000	-117.349600000	1794.9		
T	46.461140000	-117.349470000	1794.9		
T	46.461130000	-117.349470000	1794.6		
T	46.460970000	-117.349100000	1785.5		
T	46.460790000	-117.348480000	1781.4		
T	46.460720000	-117.348330000	1781.5		
T	46.460620000	-117.348190000	1779.7		
T	46.460100000	-117.347650000	1767.9		
T	46.458310000	-117.345190000	1729.5		
T	46.458190000	-117.344990000	1723.1		
T	46.458060000	-117.344700000	1723.2		
T	46.457830000	-117.343800000	1716.3		
T	46.457650000	-117.343350000	1708.8		
T	46.457170000	-117.342500000	1698.5		
T	46.457120000	-117.342330000	1695.2		
T	46.457090000	-117.342050000	1691.6		
T	46.457010000	-117.341760000	1692.0		
T	46.456540000	-117.340930000	1678.5		
T	46.455990000	-117.339690000	1658.1		
T	46.454910000	-117.338210000	1636.9		
T	46.454450000	-117.337680000	1630.6		
T	46.454310000	-117.337480000	1625.7		
T	46.454140000	-117.337040000	1620.9		
T	46.454070000	-117.336710000	1621.0		
T	46.454070000	-117.336480000	1619.9		
T	46.454180000	-117.336050000	1625.4		
T	46.454160000	-117.335840000	1627.1		
T	46.454070000	-117.335640000	1628.3		
T	46.454010000	-117.335570000	1627.8		
T	46.453870000	-117.335460000	1626.2		
T	46.453520000	-117.335280000	1626.9		
T	46.453230000	-117.335200000	1622.5		
T	46.450250000	-117.333550000	1597.2		
T	46.446470000	-117.333310000	1547.5		
T	46.445810000	-117.333320000	1533.5		
T	46.445740000	-117.333300000	1531.4		
T	46.445560000	-117.333210000	1524.9		
T	46.445160000	-117.332830000	1506.4		
T	46.444890000	-117.332510000	1490.9		
T	46.444890000	-117.332490000	1491.4		
T	46.443930000	-117.330880000	1465.6		
T	46.443290000	-117.329990000	1456.4		
T	46.441890000	-117.328470000	1433.8		
T	46.441700000	-117.328320000	1438.5		
T	46.441600000	-117.328270000	1439.1		
T	46.441490000	-117.328240000	1438.0		
T	46.441050000	-117.328190000	1428.7		
T	46.440190000	-117.327860000	1408.3		
T	46.439920000	-117.327710000	1403.2		
T	46.439370000	-117.327340000	1395.9		
T	46.438940000	-117.326960000	1389.8		
T	46.438290000	-117.326210000	1381.3		
T	46.438280000	-117.326180000	1381.2		
T	46.436890000	-117.323830000	1367.6		
T	46.436780000	-117.323680000	1367.4		
T	46.436680000	-117.323590000	1366.1		
T	46.436560000	-117.323560000	1364.2		
T	46.436410000	-117.323560000	1361.6		
T	46.436180000	-117.323030000	1360.5		
T	46.435920000	-117.322550000	1356.3		
T	46.433910000	-117.319570000	1321.1		
T	46.433910000	-117.319560000	1321.2		
T	46.432220000	-117.317070000	1294.2		
T	46.431800000	-117.316360000	1286.3		
T	46.431310000	-117.315260000	1276.3		
T	46.428130000	-117.304170000	1218.5		
T	46.427840000	-117.303390000	1212.2		
T	46.426980000	-117.301740000	1212.6		
T	46.426720000	-117.301110000	1211.6		
T	46.426450000	-117.300070000	1206.9		
T	46.426320000	-117.298920000	1197.2		
T	46.426390000	-117.295060000	1170.0		
T	46.426340000	-117.294420000	1164.6		
T	46.426240000	-117.293750000	1160.9		
T	46.426070000	-117.293030000	1158.4		
T	46.425860000	-117.292400000	1155.4		
T	46.423120000	-117.286580000	1124.9		
T	46.422930000	-117.286290000	1122.6		
T	46.422760000	-117.286080000	1123.4		
T	46.422760000	-117.286070000	1123.7		
T	46.422500000	-117.285790000	1125.2		
T	46.422310000	-117.285630000	1126.3		
T	46.422310000	-117.285620000	1126.5		
T	46.421940000	-117.285370000	1126.2		
T	46.419810000	-117.284340000	1122.2		
T	46.419390000	-117.284030000	1128.4		
T	46.419170000	-117.283810000	1127.8		
T	46.418860000	-117.283420000	1125.2		
T	46.418690000	-117.283150000	1123.5		
T	46.418440000	-117.282660000	1116.2		
T	46.418310000	-117.282330000	1112.0		
T	46.418150000	-117.281800000	1104.2		
T	46.417620000	-117.278870000	1071.6		
T	46.417460000	-117.278230000	1071.3		
T	46.417280000	-117.277690000	1073.7		
T	46.416940000	-117.276900000	1071.2		
T	46.416640000	-117.276350000	1065.5		
T	46.409310000	-117.265760000	1008.9		
T	46.408880000	-117.265070000	1001.5		
T	46.408040000	-117.263450000	991.2		
T	46.407230000	-117.261420000	996.7		
T	46.406820000	-117.260180000	985.7		
T	46.404090000	-117.249910000	957.2		
T	46.403630000	-117.247800000	971.1		
T	46.403330000	-117.245880000	946.7		
T	46.403070000	-117.242370000	899.9		
T	46.403060000	-117.240590000	902.7		
T	46.403110000	-117.239390000	909.0		
T	46.403290000	-117.237270000	905.6		
T	46.403580000	-117.235280000	898.9		
T	46.403790000	-117.234200000	885.3		
T	46.405630000	-117.226540000	882.9		
T	46.406090000	-117.224930000	870.8		
T	46.406500000	-117.223720000	861.1		
T	46.407270000	-117.221860000	823.0		
T	46.407760000	-117.220830000	813.9		
T	46.408430000	-117.219600000	804.8		
T	46.411720000	-117.214270000	769.1		
T	46.413540000	-117.211690000	761.1		
T	46.413930000	-117.211050000	757.8		
T	46.414340000	-117.210170000	753.0		
T	46.414640000	-117.209350000	750.3		
T	46.414830000	-117.208610000	755.2		
T	46.414950000	-117.207980000	749.3		
T	46.415080000	-117.206770000	749.0		
T	46.415090000	-117.205840000	746.8		
T	46.414990000	-117.204660000	750.4		
T	46.414820000	-117.203710000	745.7		
T	46.413090000	-117.196490000	746.5		
T	46.413020000	-117.196060000	744.0		
T	46.412460000	-117.193680000	740.7		
T	46.412300000	-117.192790000	744.2		
T	46.412150000	-117.191560000	744.9		
T	46.412070000	-117.190250000	747.4		
T	46.412070000	-117.189190000	747.3		
T	46.412190000	-117.187410000	742.2		
T	46.412320000	-117.186470000	747.2		
T	46.412660000	-117.184780000	746.1		
T	46.412840000	-117.184120000	744.9		
T	46.413260000	-117.182870000	746.5		
T	46.413660000	-117.181900000	749.3		
T	46.414210000	-117.180800000	746.2		
T	46.414710000	-117.179980000	749.9		
T	46.419160000	-117.173350000	769.1		
T	46.420180000	-117.171680000	773.2		
T	46.420180000	-117.171670000	774.0		
T	46.420980000	-117.170250000	755.6		
T	46.422650000	-117.166870000	749.2		
T	46.423320000	-117.165310000	751.1		
T	46.424180000	-117.163060000	758.3		
T	46.424200000	-117.163030000	757.1		
T	46.424770000	-117.161350000	758.4		
T	46.425760000	-117.157940000	756.9		
T	46.426590000	-117.154320000	758.3		
T	46.427250000	-117.150260000	760.1		
T	46.427560000	-117.147420000	762.7		
T	46.427770000	-117.144120000	752.3		
T	46.427790000	-117.142770000	752.3		
T	46.427710000	-117.140920000	747.8		
T	46.427560000	-117.139350000	755.2		
T	46.427160000	-117.137010000	768.0		
T	46.426830000	-117.135630000	779.3		
T	46.426360000	-117.134070000	764.8		
T	46.422450000	-117.122790000	754.8		
T	46.420470000	-117.117960000	743.4		
T	46.420150000	-117.117010000	741.9		
T	46.420000000	-117.116390000	741.6		
T	46.419830000	-117.115380000	742.5		
T	46.419470000	-117.112140000	783.4		
T	46.419190000	-117.110740000	800.3		
T	46.414960000	-117.095020000	804.5		
T	46.414720000	-117.093400000	762.0		
T	46.414650000	-117.091570000	740.5		
T	46.414740000	-117.090170000	740.7		
T	46.414890000	-117.089100000	740.0		
T	46.415210000	-117.087690000	747.4		
T	46.415280000	-117.087480000	749.6		
T	46.415090000	-117.087290000	764.5		
T	46.414950000	-117.087020000	786.3		
T	46.414920000	-117.086860000	789.9		
T	46.415090000	-117.085010000	758.6		
T	46.415100000	-117.084510000	755.8		
T	46.414910000	-117.083510000	755.4		
T	46.414910000	-117.083460000	755.2		
T	46.414630000	-117.081990000	764.9		
T	46.414470000	-117.080780000	770.7		
T	46.414430000	-117.079690000	772.2		
T	46.414510000	-117.079200000	782.4		
T	46.415090000	-117.076640000	804.2		
T	46.415140000	-117.076300000	807.4		
T	46.415130000	-117.076020000	808.0		
T	46.415060000	-117.075730000	809.3		
T	46.414570000	-117.074520000	820.0		
T	46.414490000	-117.074060000	820.6		
T	46.414490000	-117.048190000	818.4		
T	46.419400000	-117.041070000	793.9		
T	46.419540000	-117.040900000	792.1		
T	46.419580000	-117.040770000	791.3		
T	46.419710000	-117.040580000	789.4		
T	46.419770000	-117.040530000	788.7		
T	46.419760000	-117.040490000	788.6		
T	46.419770000	-117.040340000	787.8		
T	46.419780000	-117.040330000	787.7		
T	46.419810000	-117.040250000	786.9		
T	46.419840000	-117.040220000	786.5		
T	46.419910000	-117.040180000	785.6		
T	46.419930000	-117.040180000	785.4		
T	46.420030000	-117.039990000	783.3		
T	46.420110000	-117.039780000	780.6		
T	46.420180000	-117.039500000	776.4		
T	46.420220000	-117.039430000	775.4		
T	46.420630000	-117.032710000	738.3		
T	46.420610000	-117.032590000	742.7		
T	46.420630000	-117.032230000	758.0		
T	46.420720000	-117.031950000	784.4		
T	46.420760000	-117.031900000	786.9		
T	46.420800000	-117.031820000	792.4		
T	46.421130000	-117.031440000	782.3		
T	46.421270000	-117.031230000	777.8		
T	46.421410000	-117.030920000	772.4		
T	46.421560000	-117.030490000	770.9		
T	46.421620000	-117.030000000	765.5		
T	46.421520000	-117.027250000	740.4		
T	46.421510000	-117.027210000	740.0		
T	46.424010000	-117.027020000	734.2		
T	46.424660000	-117.027020000	732.3		
T	46.424660000	-117.026240000	731.5		
T	46.424620000	-117.025710000	735.8		
T	46.424680000	-117.025480000	730.0		
T	46.424690000	-117.025300000	729.5		
T	46.424610000	-117.025040000	729.2		
T	46.424760000	-117.025050000	730.9		
T	46.424790000	-117.023210000	721.8		
T	46.424730000	-117.022780000	724.4		
T	46.424620000	-117.022400000	727.4		
T	46.424470000	-117.022130000	731.8		
T	46.424240000	-117.021880000	734.1		
T	46.422650000	-117.020760000	730.0		
T	46.422110000	-117.020260000	728.3		
T	46.421530000	-117.019580000	725.9		
T	46.420730000	-117.018320000	726.4		
T	46.420480000	-117.017850000	726.3		
T	46.420000000	-117.016630000	727.4		
T	46.419640000	-117.015380000	728.5		
T	46.419500000	-117.014690000	728.5		
T	46.419270000	-117.012410000	730.7		
T	46.419300000	-117.010980000	732.4		
T	46.419130000	-117.009350000	734.2		
T	46.419130000	-117.009160000	734.3		
T	46.418860000	-117.007800000	735.6		
T	46.418140000	-117.005080000	737.8		
T	46.418100000	-117.004980000	737.6		
T	46.418070000	-117.004760000	737.3		
T	46.417340000	-117.001870000	741.1		
T	46.417330000	-117.001200000	743.1		
T	46.417380000	-117.000500000	747.6		
T	46.417360000	-117.000480000	747.8		
T	46.417360000	-117.000470000	747.9		
T	46.417300000	-117.000470000	751.8		
T	46.417200000	-117.000440000	759.0		
T	46.417230000	-117.000150000	751.1		
T	46.417240000	-117.000130000	750.7		
T	46.417410000	-116.998970000	758.6		
T	46.417350000	-116.998940000	761.4		
T	46.417270000	-116.998830000	763.0		
T	46.417260000	-116.998730000	763.5		
T	46.417300000	-116.998460000	763.3		
T	46.417270000	-116.998170000	764.4		
T	46.417230000	-116.998140000	764.8		
T	46.416940000	-116.998170000	767.2		
T	46.416930000	-116.998180000	767.3		
T	46.415310000	-116.998200000	779.8		
T	46.415500000	-116.996770000	784.8		
T	46.415600000	-116.996420000	788.1		
T	46.417010000	-116.993440000	783.5		
T	46.417330000	-116.992660000	784.3		
T	46.418200000	-116.988470000	762.8		
T	46.418320000	-116.988090000	763.7		
T	46.418470000	-116.987830000	763.5		
T	46.418310000	-116.987570000	765.7		
T	46.418230000	-116.987500000	766.6		
T	46.418100000	-116.987440000	767.9		
T	46.417420000	-116.987340000	774.3		
T	46.417040000	-116.987160000	774.0		
T	46.416900000	-116.987040000	774.9		
T	46.416730000	-116.986850000	775.8		
T	46.416030000	-116.985610000	785.8		
T	46.416030000	-116.985600000	785.9		
T	46.415460000	-116.984600000	798.3		
T	46.415460000	-116.984590000	798.5		
T	46.414670000	-116.983180000	816.9		
T	46.414670000	-116.983170000	817.1		
T	46.413440000	-116.980920000	838.0		
T	46.413240000	-116.980400000	843.0		
T	46.412140000	-116.976980000	861.3		
T	46.411280000	-116.975000000	869.6		
T	46.411120000	-116.974710000	871.3		
T	46.411030000	-116.974490000	871.4		
T	46.410730000	-116.973490000	875.3		
T	46.410590000	-116.972870000	879.1		
T	46.410640000	-116.972620000	881.9		
T	46.410640000	-116.972540000	882.9		
T	46.411430000	-116.968600000	904.6		
T	46.411580000	-116.968060000	907.2		
T	46.411590000	-116.968050000	907.4		
T	46.411700000	-116.967680000	911.2		
T	46.412330000	-116.966020000	924.5		
T	46.412340000	-116.966020000	924.7		
T	46.413530000	-116.962520000	953.0		
T	46.413670000	-116.961990000	957.6		
T	46.413970000	-116.960030000	979.4		
T	46.413980000	-116.960020000	979.6		
T	46.414000000	-116.959890000	979.1		
T	46.414180000	-116.959310000	985.8		
T	46.414810000	-116.957990000	1002.0		
T	46.415110000	-116.957030000	1009.8		
T	46.415220000	-116.956410000	1013.2		
T	46.415280000	-116.955760000	1016.9		
T	46.415280000	-116.954900000	1019.3		
T	46.415210000	-116.954240000	1022.8		
T	46.414880000	-116.952750000	1030.0		
T	46.414290000	-116.951210000	1055.2		
T	46.414190000	-116.950800000	1069.9		
T	46.413990000	-116.948930000	1077.7		
T	46.413860000	-116.948210000	1083.4		
T	46.413320000	-116.945890000	1078.7		
T	46.412950000	-116.943600000	1091.1		
T	46.412810000	-116.943140000	1095.6		
T	46.412810000	-116.943120000	1095.9		
T	46.412770000	-116.943000000	1097.7		
T	46.412220000	-116.941860000	1111.4		
T	46.412150000	-116.941620000	1112.3		
T	46.412100000	-116.941280000	1113.8		
T	46.412080000	-116.939850000	1157.2		
T	46.412070000	-116.939800000	1160.5		
T	46.412090000	-116.938550000	1153.3		
T	46.412150000	-116.937740000	1151.6		
T	46.412280000	-116.937140000	1153.2		
T	46.412660000	-116.936010000	1190.7		
T	46.412800000	-116.935410000	1191.4		
T	46.412800000	-116.935200000	1188.1		
T	46.412730000	-116.934850000	1186.5		
T	46.412720000	-116.934840000	1186.9		
T	46.412680000	-116.934700000	1187.4		
T	46.412360000	-116.933950000	1202.3		
T	46.412360000	-116.933930000	1202.0		
T	46.411530000	-116.932060000	1227.4		
T	46.411250000	-116.931520000	1242.0		
T	46.410320000	-116.930100000	1274.0		
T	46.410090000	-116.929590000	1276.9		
T	46.409220000	-116.926740000	1326.0		
T	46.408800000	-116.925560000	1336.6		
